Company,TypeName,Inches,Ram,OpSys,Weight(kg),Price_euros,Cpu_brand,Cpu_type,Cpu_speed,Memory_capacity,Memory_type,Screen,Screen_touch,Screen_type
Acer,Notebook,15.6,4GB,Windows 10,2.4,450.0,Intel,i3,2.0,500.0,HDD,1366x768,0,NaN
Lenovo,Notebook,14.0,4GB,Windows 10,1.43,274.0,Intel,Dual,1.6,32.0,Flash,1366x768,0,NaN
Acer,Ultrabook,14.0,8GB,Windows 10,1.8,919.0,Intel,i5,2.5,256.0,SSD,1920x1080,0,IPS Panel
Razer,Gaming,14.0,16GB,Windows 10,1.95,2599.0,Intel,i7,2.8,256.0,SSD,1920x1080,0,Full HD
Toshiba,Notebook,13.3,8GB,Windows 10,1.2,1213.0,Intel,i5,2.3,256.0,SSD,1920x1080,0,Full HD
Lenovo,Ultrabook,12.5,8GB,Windows 10,1.36,1584.0,Intel,i7,2.7,256.0,SSD,1920x1080,0,IPS Panel
Asus,Gaming,17.3,32GB,Windows 10,3.8,2799.0,Intel,i7,2.7,512.0,SSD,1920x1080,0,IPS Panel
Acer,Gaming,15.6,8GB,Linux,2.4,709.0,Intel,i5,2.5,1000.0,HDD,1920x1080,0,Full HD
Dell,Ultrabook,13.3,8GB,Windows 10,1.2,1449.9,Intel,i5,1.6,256.0,SSD,1920x1080,0,Full HD
MSI,Gaming,15.6,8GB,Windows 10,2.2,1191.8,Intel,i7,2.8,128.0,SSD,1920x1080,0,Full HD
HP,Notebook,15.6,4GB,No OS,1.86,364.9,Intel,i3,2.0,500.0,HDD,1366x768,0,NaN
Toshiba,Notebook,15.6,8GB,Windows 10,2.0,1064.0,Intel,i5,2.5,500.0,HDD,1920x1080,0,IPS Panel
Dell,Notebook,15.6,8GB,Windows 10,2.2,919.0,Intel,i7,1.8,256.0,SSD,1920x1080,0,Full HD
Dell,Notebook,15.6,16GB,Windows 10,2.2,1135.0,Intel,i7,1.8,256.0,SSD,1920x1080,0,Full HD
Lenovo,Gaming,15.6,8GB,Windows 10,3.31,1196.0,Intel,i7,2.6,128.0,SSD,1920x1080,0,IPS Panel
Dell,Gaming,17.3,32GB,Windows 10,4.42,3147.37,Intel,i7,2.8,512.0,SSD,3840x2160,0,IPS Panel
Dell,Notebook,14.0,8GB,Windows 10,1.56,1229.0,Intel,i5,2.4,256.0,SSD,1920x1080,0,Full HD
Lenovo,Notebook,15.6,4GB,Windows 10,2.2,419.0,Intel,Dual,1.1,500.0,HDD,1366x768,0,NaN
Lenovo,Notebook,15.6,4GB,Windows 10,2.2,535.0,Intel,i5,2.3,500.0,HDD,1920x1080,0,Full HD
HP,Notebook,15.6,6GB,Windows 10,2.04,539.0,Intel,i3,2.0,1000.0,HDD,1920x1080,0,NaN
MSI,Gaming,17.3,8GB,Windows 10,2.7,1486.77,Intel,i7,2.8,128.0,SSD,1920x1080,0,Full HD
Toshiba,Notebook,15.6,4GB,Windows 10,2.1,498.0,Intel,i3,2.1,128.0,SSD,1366x768,0,NaN
Dell,Notebook,15.6,8GB,Windows 10,2.06,955.0,Intel,i5,2.5,1000.0,HDD,1920x1080,0,Full HD
HP,Notebook,15.6,8GB,Windows 10,2.1,745.0,Intel,i7,2.7,1000.0,HDD,1920x1080,0,Full HD
Toshiba,Notebook,15.6,8GB,Windows 10,2.0,1258.0,Intel,i5,2.5,256.0,SSD,1920x1080,0,IPS Panel
Acer,Notebook,15.6,4GB,Linux,2.1,412.0,Intel,i3,2.0,128.0,SSD,1366x768,0,NaN
Microsoft,Ultrabook,13.5,8GB,Windows 10 S,1.252,1867.85,Intel,i7,2.8,256.0,SSD,2256x1504,1,NaN
Lenovo,Notebook,15.6,8GB,Windows 10,1.9,817.95,Intel,i5,2.5,128.0,SSD,1920x1080,0,Full HD
Lenovo,2 in 1 Convertible,13.3,8GB,Windows 10,1.3,1034.0,Intel,i5,2.5,256.0,SSD,1920x1080,1,IPS Panel
Lenovo,Notebook,15.6,4GB,Windows 10,2.2,349.0,AMD,E,2.2,128.0,SSD,1366x768,0,NaN
HP,2 in 1 Convertible,14.0,4GB,Windows 10,1.63,699.0,Intel,i3,2.4,128.0,SSD,1920x1080,1,IPS Panel
MSI,Gaming,15.6,16GB,Windows 10,2.4,1294.0,Intel,i7,2.8,256.0,SSD,1920x1080,0,Full HD
Asus,Ultrabook,14.0,8GB,Windows 10,1.1,1135.0,Intel,i5,2.5,256.0,SSD,1920x1080,0,Full HD
HP,2 in 1 Convertible,11.6,8GB,Chrome OS,1.4,495.0,Intel,Dual,1.1,64.0,Flash,1366x768,1,NaN
LG,Ultrabook,15.6,8GB,Windows 10,1.09,2299.0,Intel,i7,1.8,512.0,SSD,1920x1080,0,IPS Panel
Acer,Gaming,15.6,16GB,Windows 10,2.5,1299.0,Intel,i5,2.5,256.0,SSD,1920x1080,0,Full HD
MSI,Gaming,15.6,8GB,Windows 10,2.2,997.9,Intel,i5,2.5,256.0,SSD,1920x1080,0,Full HD
Asus,Notebook,15.6,4GB,Windows 10,1.86,419.0,Intel,Dual,1.1,128.0,SSD,1366x768,0,NaN
Dell,Gaming,15.6,16GB,Windows 10,3.21,2051.0,Intel,i5,2.5,128.0,SSD,1920x1080,0,Full HD
HP,Notebook,17.3,4GB,Windows 10,2.5,699.0,Intel,i3,2.0,256.0,SSD,1920x1080,0,IPS Panel
Lenovo,2 in 1 Convertible,13.3,8GB,Windows 10,1.19,1499.0,Intel,i7,1.8,512.0,SSD,1920x1080,1,IPS Panel
Dell,Gaming,15.6,16GB,Windows 10,3.49,2813.75,Intel,i7,2.9,256.0,SSD,1920x1080,0,Full HD
HP,Notebook,15.6,4GB,Windows 10,1.86,612.61,Intel,i5,2.5,500.0,HDD,1366x768,0,NaN
Dell,Notebook,15.6,4GB,Windows 10,2.2,545.67,Intel,i3,2.0,1000.0,HDD,1366x768,0,NaN
HP,Notebook,17.3,6GB,Windows 10,2.65,569.0,AMD,A10,2.4,2000.0,HDD,1920x1080,0,IPS Panel
Lenovo,Notebook,15.6,4GB,Windows 10,2.1,318.0,Intel,Dual,1.6,500.0,HDD,1366x768,0,NaN
Acer,Notebook,14.0,4GB,Chrome OS,1.45,375.0,Intel,Dual,1.6,32.0,Flash,1366x768,0,NaN
Lenovo,Notebook,14.0,4GB,Windows 10,1.7,699.0,Intel,i5,2.5,256.0,SSD,1920x1080,0,Full HD
HP,Workstation,17.3,8GB,Windows 10,3.14,1907.99,Intel,i7,2.8,500.0,HDD,1920x1080,0,Full HD
Lenovo,2 in 1 Convertible,14.0,8GB,Windows 10,1.42,2590.0,Intel,i7,2.7,256.0,SSD,2560x1440,1,NaN
Toshiba,Notebook,13.3,8GB,Windows 10,1.5,973.0,Intel,i5,2.5,256.0,SSD,1920x1080,0,IPS Panel
Acer,Netbook,11.6,4GB,Windows 10,1.4,269.0,Intel,Dual,1.6,32.0,Flash,1366x768,0,NaN
Lenovo,2 in 1 Convertible,14.0,16GB,Windows 10,1.38,1749.0,Intel,i7,2.7,512.0,SSD,1920x1080,1,Full HD
Asus,2 in 1 Convertible,12.5,4GB,Chrome OS,1.2,669.0,Intel,M,0.9,64.0,Flash,1920x1080,1,Full HD
Toshiba,Ultrabook,13.3,16GB,Windows 10,1.36,1877.0,Intel,i7,2.5,512.0,SSD,1920x1080,1,Full HD
HP,Notebook,15.6,4GB,Windows 10,2.1,689.0,Intel,i7,2.7,500.0,HDD,1920x1080,0,IPS Panel
Dell,Gaming,15.6,8GB,Windows 10,2.56,819.0,Intel,i5,2.5,1000.0,HDD,1920x1080,0,Full HD
Lenovo,Notebook,15.6,4GB,Windows 10,2.2,399.0,AMD,A9,2.9,256.0,SSD,1920x1080,0,Full HD
Lenovo,Notebook,15.6,8GB,Windows 10,2.2,429.0,AMD,A12,3.6,1000.0,HDD,1366x768,0,NaN
Lenovo,Notebook,15.6,4GB,Windows 10,2.1,621.45,Intel,i5,2.5,1000.0,HDD,1920x1080,0,Full HD
Lenovo,Notebook,15.6,4GB,No OS,1.9,450.0,Intel,i3,2.0,500.0,HDD,1366x768,0,NaN
Dell,Notebook,15.6,8GB,Windows 10,2.18,795.0,Intel,i5,2.5,256.0,SSD,1920x1080,0,Full HD
Acer,2 in 1 Convertible,13.3,8GB,Windows 10,1.6,999.0,Intel,i5,1.6,256.0,SSD,1920x1080,1,IPS Panel
Lenovo,Workstation,15.6,16GB,Windows 7,2.18,1855.0,Intel,i7,2.5,512.0,SSD,1920x1080,0,Full HD
Lenovo,Notebook,14.0,8GB,Windows 10,1.8,1191.0,Intel,i5,2.3,256.0,SSD,1920x1080,0,Full HD
HP,Notebook,17.3,6GB,Windows 10,2.71,655.01,AMD,A10,2.5,2000.0,HDD,1920x1080,0,IPS Panel
Lenovo,Gaming,15.6,8GB,Windows 10,2.5,1249.0,Intel,i7,2.8,128.0,SSD,1920x1080,0,IPS Panel
Dell,Notebook,14.0,8GB,Linux,1.64,1089.0,Intel,i5,2.8,256.0,SSD,1920x1080,0,Full HD
Dell,Notebook,15.6,8GB,Linux,1.98,726.0,Intel,i5,2.5,1000.0,HDD,1920x1080,0,Full HD
Asus,Notebook,14.0,4GB,Windows 10,1.5,298.0,Intel,Dual,1.1,32.0,Flash,1920x1080,0,Full HD
Dell,Notebook,15.6,16GB,Windows 10,1.93,1426.66,Intel,i5,2.6,512.0,SSD,1920x1080,0,Full HD
Lenovo,Notebook,14.0,8GB,Windows 10,1.87,857.07,Intel,i5,2.5,256.0,SSD,1920x1080,0,IPS Panel
Dell,Notebook,15.6,8GB,Windows 10,1.9,1179.0,Intel,i5,2.6,256.0,SSD,1920x1080,0,Full HD
Lenovo,Notebook,15.6,4GB,Windows 10,2.19,298.0,AMD,A6,2.0,500.0,HDD,1366x768,0,NaN
Mediacom,Notebook,14.0,4GB,Windows 10,1.4,265.0,Intel,Z8350,1.92,32.0,HDD,1920x1200,0,IPS Panel
HP,Notebook,17.3,8GB,Windows 10,2.63,1200.0,Intel,i7,2.7,256.0,SSD,1920x1080,0,Full HD
Lenovo,Ultrabook,14.0,8GB,Windows 10,1.17,1686.64,Intel,i7,2.5,512.0,SSD,2560x1440,0,IPS Panel
HP,2 in 1 Convertible,13.3,8GB,Windows 10,1.58,836.6,Intel,i5,2.5,256.0,SSD,1366x768,1,IPS Panel
Lenovo,Ultrabook,14.0,8GB,Windows 10,1.32,1499.0,Intel,i5,2.5,256.0,SSD,1920x1080,0,IPS Panel
Dell,Gaming,17.3,32GB,Windows 10,4.36,3659.4,Intel,i7,2.8,1000.0,SSD,3840x2160,0,4K Ultra HD
MSI,Gaming,17.3,8GB,Windows 10,2.7,1348.48,Intel,i7,2.8,128.0,SSD,1920x1080,0,Full HD
Lenovo,Notebook,15.6,4GB,No OS,1.9,489.9,Intel,i5,2.5,1000.0,HDD,1366x768,0,NaN
Dell,Notebook,15.6,8GB,Windows 10,2.2,719.0,Intel,i5,1.6,128.0,SSD,1920x1080,0,Full HD
Dell,2 in 1 Convertible,13.3,4GB,Windows 10,1.71,649.0,Intel,i3,2.4,1000.0,HDD,1920x1080,1,Full HD
Dell,Notebook,15.6,8GB,Linux,2.32,589.52,Intel,i5,2.5,1000.0,HDD,1366x768,0,NaN
HP,Notebook,15.6,4GB,Windows 10,2.1,489.0,AMD,A9,3.0,1000.0,HDD,1920x1080,0,Full HD
Acer,Gaming,17.3,16GB,Windows 10,4.2,1935.0,Intel,i7,2.6,128.0,SSD,1920x1080,0,IPS Panel
Dell,Notebook,15.6,12GB,Windows 10,2.25,649.0,Intel,i5,2.5,1000.0,HDD,1366x768,0,NaN
HP,Notebook,15.6,6GB,Windows 10,2.1,650.0,AMD,A9,3.0,128.0,SSD,1920x1080,0,Full HD
Acer,Notebook,15.6,4GB,Windows 10,2.4,559.0,Intel,i5,2.5,500.0,HDD,1366x768,0,NaN
Lenovo,Notebook,13.3,8GB,Windows 10,1.44,960.0,Intel,i5,2.5,256.0,SSD,1920x1080,0,IPS Panel
Lenovo,Notebook,15.6,4GB,Windows 10,1.85,779.0,Intel,i7,2.7,1000.0,HDD,1920x1080,0,Full HD
HP,Workstation,15.6,16GB,Windows 10,2.6,2419.0,Intel,i7,2.8,256.0,SSD,1920x1080,0,Full HD
Dell,2 in 1 Convertible,13.3,8GB,Windows 10,1.55,659.0,Intel,i5,1.6,1000.0,HDD,1920x1080,1,Full HD
MSI,Gaming,15.6,16GB,Windows 10,1.8,2094.48,Intel,i7,2.8,256.0,SSD,1920x1080,0,Full HD
Acer,Notebook,15.6,4GB,Windows 10,2.4,410.8,Intel,i3,2.0,500.0,HDD,1366x768,0,NaN
Dell,Notebook,15.6,8GB,Windows 10,2.0,1207.0,Intel,i7,2.7,128.0,SSD,1920x1080,0,Full HD
Dell,Notebook,15.6,8GB,Windows 10,2.0,665.0,Intel,i3,2.0,256.0,SSD,1366x768,0,NaN
Toshiba,Notebook,14.0,8GB,Windows 10,1.25,1535.0,Intel,i5,2.5,256.0,SSD,1920x1080,1,IPS Panel
Lenovo,2 in 1 Convertible,14.0,8GB,Windows 10,1.7,999.0,Intel,i5,2.5,256.0,SSD,1920x1080,1,Full HD
Lenovo,Workstation,15.6,16GB,Windows 10,2.5,3299.0,Intel,i7,2.8,1000.0,SSD,3840x2160,0,IPS Panel
Acer,Notebook,14.0,2GB,Chrome OS,1.68,330.0,Intel,Dual,1.6,32.0,Flash,1366x768,0,NaN
Samsung,Ultrabook,13.3,16GB,Windows 10,0.81,1649.0,Intel,i7,2.7,256.0,SSD,1920x1080,0,Full HD
HP,Notebook,15.6,8GB,Windows 10,1.86,539.0,Intel,i3,2.0,256.0,SSD,1920x1080,0,Full HD
Dell,Notebook,14.0,8GB,Windows 10,1.6,1126.71,Intel,i5,2.5,256.0,SSD,1366x768,0,NaN
Lenovo,Netbook,11.6,4GB,Windows 10,1.4,475.0,Intel,Dual,1.6,128.0,SSD,1366x768,1,NaN
HP,Notebook,15.6,8GB,Windows 10,1.84,1900.0,Intel,i5,2.4,256.0,SSD,1920x1080,0,Full HD
Asus,Notebook,15.6,4GB,No OS,2.45,579.0,Intel,i5,2.3,1000.0,HDD,1366x768,0,NaN
Lenovo,Ultrabook,14.0,4GB,Windows 10,1.7,1096.0,Intel,i5,2.3,180.0,SSD,1920x1080,0,Full HD
Asus,Notebook,15.6,4GB,Windows 10,2.37,849.9,Intel,i7,2.7,256.0,SSD,1366x768,0,NaN
Lenovo,2 in 1 Convertible,13.3,8GB,Windows 10,1.3,1199.0,Intel,i5,1.8,256.0,SSD,3200x1800,1,IPS Panel
HP,Notebook,15.6,8GB,Windows 10,2.2,1099.0,Intel,i5,2.5,128.0,SSD,1920x1080,0,IPS Panel
HP,Workstation,15.6,8GB,Windows 7,2.59,1561.0,Intel,i7,2.6,256.0,SSD,1920x1080,0,Full HD
Dell,Gaming,15.6,16GB,Windows 10,4.42,2868.99,Intel,i7,2.8,256.0,SSD,3840x2160,0,IPS Panel
Acer,Notebook,15.6,4GB,Windows 10,2.1,599.0,Intel,i5,2.5,256.0,SSD,1366x768,0,NaN
Lenovo,Gaming,15.6,8GB,Windows 10,2.5,1048.0,Intel,i7,2.8,128.0,SSD,1920x1080,0,IPS Panel
Dell,Ultrabook,12.5,16GB,Windows 10,1.18,1859.0,Intel,i7,2.8,256.0,SSD,1920x1080,0,Full HD
Google,Ultrabook,12.3,8GB,Chrome OS,1.1,1559.0,Intel,i5,1.2,256.0,SSD,2400x1600,1,NaN
Asus,Ultrabook,13.3,8GB,Windows 10,1.2,1129.0,Intel,i5,2.5,256.0,SSD,3200x1800,0,IPS Panel
Dell,Notebook,13.3,4GB,Windows 10,1.65,849.0,Intel,i3,2.0,500.0,HDD,1366x768,0,NaN
Acer,Notebook,13.3,4GB,Windows 10,1.6,655.0,Intel,i5,2.3,128.0,SSD,1366x768,0,NaN
Asus,Notebook,17.3,4GB,Windows 10,2.8,470.34,Intel,Quad,1.1,1000.0,HDD,1366x768,0,NaN
Dell,Gaming,15.6,16GB,Windows 10,2.72,1099.0,Intel,i7,2.6,128.0,SSD,3840x2160,1,IPS Panel
Samsung,Ultrabook,13.3,8GB,Windows 10,1.31,1599.0,Intel,i7,2.7,256.0,SSD,1920x1080,1,Full HD
Acer,Notebook,15.6,4GB,Linux,2.1,298.0,Intel,Quad,1.1,1000.0,HDD,1366x768,0,NaN
Dell,Notebook,15.6,16GB,Windows 10,2.3,1181.27,Intel,i7,2.7,256.0,SSD,1920x1080,0,Full HD
Samsung,2 in 1 Convertible,15.0,16GB,Windows 10,1.71,1799.0,Intel,i7,2.7,256.0,SSD,1920x1080,1,Full HD
Toshiba,Notebook,14.0,4GB,Windows 10,1.75,1020.0,Intel,i5,2.3,128.0,SSD,1366x768,0,IPS Panel
Dell,Gaming,15.6,8GB,Windows 10,2.62,1099.0,Intel,i7,2.8,1000.0,HDD,1920x1080,0,Full HD
HP,Ultrabook,12.5,4GB,Windows 10,1.26,1244.0,Intel,i5,2.3,256.0,SSD,1366x768,0,NaN
Asus,2 in 1 Convertible,15.6,12GB,Windows 10,2.3,839.0,Intel,i7,2.7,2000.0,HDD,1920x1080,1,Full HD
Lenovo,Notebook,15.6,16GB,Windows 7,2.5,2370.0,Intel,i7,2.7,512.0,SSD,3840x2160,0,4K Ultra HD
Acer,Notebook,14.0,4GB,Windows 10,1.8,636.0,Intel,i3,2.4,128.0,SSD,1920x1080,0,IPS Panel
Razer,Gaming,14.0,16GB,Windows 10,1.95,2899.0,Intel,i7,2.8,512.0,SSD,1920x1080,0,Full HD
Asus,Notebook,15.6,8GB,Windows 10,2.0,581.9,Intel,Dual,1.1,128.0,SSD,1920x1080,0,NaN
Dell,Gaming,17.3,32GB,Windows 10,4.42,3588.8,Intel,i7,2.8,1000.0,SSD,1920x1080,0,IPS Panel
Asus,Gaming,17.3,16GB,Windows 10,4.3,2350.0,Intel,i7,2.6,256.0,SSD,1920x1080,0,IPS Panel
Toshiba,Ultrabook,14.0,16GB,Windows 10,1.47,1764.0,Intel,i7,2.6,512.0,SSD,1920x1080,0,IPS Panel
Lenovo,Notebook,15.6,8GB,No OS,2.2,329.0,Intel,Quad,1.6,1000.0,HDD,1366x768,0,NaN
Lenovo,Ultrabook,14.0,16GB,Windows 10,1.7,2299.0,Intel,i7,2.7,512.0,SSD,1920x1080,0,Full HD
MSI,Gaming,14.0,16GB,Windows 10,1.6,1891.0,Intel,i7,2.8,256.0,SSD,1920x1080,0,IPS Panel
MSI,Gaming,15.6,8GB,Windows 10,2.2,1089.0,Intel,i5,2.5,128.0,SSD,1920x1080,0,Full HD
Lenovo,Gaming,15.6,4GB,Windows 10,2.4,999.0,Intel,i7,2.8,1000.0,HDD,1920x1080,0,IPS Panel
Acer,Gaming,17.3,16GB,Windows 10,4.2,2299.0,Intel,i7,2.8,256.0,SSD,1920x1080,0,IPS Panel
Dell,Gaming,15.6,8GB,Windows 10,2.62,985.0,Intel,i5,2.5,256.0,SSD,1920x1080,0,Full HD
Asus,Gaming,15.6,8GB,Windows 10,2.24,1339.0,Intel,i7,2.8,128.0,SSD,1920x1080,0,Full HD
Vero,Notebook,14.0,4GB,Windows 10,1.22,202.9,Intel,Dual,1.1,32.0,Flash,1920x1080,0,NaN
Lenovo,2 in 1 Convertible,13.3,8GB,Windows 10,1.37,1970.0,Intel,i7,2.7,512.0,SSD,1920x1080,1,IPS Panel
Lenovo,2 in 1 Convertible,15.6,8GB,Windows 10,2.08,959.0,Intel,i5,2.5,256.0,SSD,1920x1080,1,Full HD
Apple,Ultrabook,12.0,8GB,Mac OS X,0.92,1165.0,Intel,M,1.2,512.0,Flash,2304x1440,0,IPS Panel
Lenovo,2 in 1 Convertible,14.0,8GB,Windows 10,1.42,2330.0,Intel,i5,2.5,256.0,SSD,2560x1440,1,IPS Panel
Asus,Notebook,14.0,4GB,Windows 10,1.63,299.0,Intel,Dual,1.1,32.0,Flash,1366x768,0,NaN
Dell,Notebook,15.6,8GB,Windows 10,1.95,810.0,Intel,i5,2.5,128.0,SSD,1366x768,0,NaN
Lenovo,2 in 1 Convertible,13.9,8GB,Windows 10,1.38,1349.0,Intel,i7,2.7,256.0,SSD,1920x1080,1,IPS Panel
Dell,Notebook,15.6,8GB,Windows 10,2.0,739.0,Intel,i3,2.0,256.0,SSD,1920x1080,0,Full HD
HP,Workstation,15.6,8GB,Windows 10,3.14,2064.9,Intel,i7,2.8,256.0,SSD,1920x1080,0,Full HD
Asus,Notebook,15.6,8GB,Windows 10,2.37,1099.0,Intel,i5,2.5,256.0,SSD,1920x1080,0,Full HD
Dell,Ultrabook,13.3,8GB,Windows 10,1.29,1499.0,Intel,i5,2.5,256.0,SSD,1920x1080,0,Full HD
Dell,Notebook,15.6,8GB,Windows 10,2.06,1749.0,Intel,i5,2.5,256.0,SSD,3840x2160,1,4K Ultra HD
Dell,Netbook,11.6,4GB,Windows 10,1.63,744.0,Intel,Quad,1.1,128.0,SSD,1366x768,0,NaN
HP,Netbook,12.5,8GB,Windows 10,1.26,1389.0,Intel,i5,2.6,256.0,SSD,1366x768,0,NaN
Toshiba,Notebook,15.6,4GB,Windows 10,2.1,780.0,Intel,i5,2.3,500.0,HDD,1366x768,0,NaN
HP,Notebook,15.6,8GB,Windows 10,2.04,629.0,AMD,A12,2.5,2000.0,HDD,1366x768,0,NaN
Dell,Gaming,15.6,16GB,Windows 10,2.62,1679.0,Intel,i7,2.8,512.0,SSD,3840x2160,0,4K Ultra HD
Lenovo,Notebook,15.6,4GB,Windows 10,2.4,609.0,Intel,i5,2.5,1000.0,HDD,1920x1080,0,Full HD
HP,Gaming,17.3,12GB,Windows 10,3.74,1749.0,Intel,i7,2.8,1000.0,HDD,1920x1080,0,IPS Panel
MSI,Gaming,17.3,16GB,Windows 10,2.9,2415.0,Intel,i7,2.8,512.0,SSD,1920x1080,0,Full HD
Samsung,Ultrabook,13.3,8GB,Windows 10,0.81,1499.0,Intel,i5,2.5,256.0,SSD,1920x1080,0,Full HD
Dell,Notebook,15.6,8GB,Windows 10,1.98,961.0,Intel,i7,2.7,1000.0,HDD,1920x1080,0,Full HD
Dell,Notebook,15.6,8GB,Windows 10,2.18,789.81,Intel,i5,2.5,256.0,SSD,1920x1080,0,Full HD
Lenovo,Ultrabook,14.0,8GB,Windows 10,1.32,1859.0,Intel,i7,2.7,256.0,SSD,1920x1080,0,Full HD
Razer,Ultrabook,12.5,16GB,Windows 10,1.29,1799.0,Intel,i7,2.5,512.0,SSD,3840x2160,1,IPS Panel
HP,Netbook,11.6,4GB,Chrome OS,1.23,385.0,Intel,Dual,1.6,16.0,Flash,1366x768,0,NaN
Dell,Gaming,17.3,16GB,Windows 10,4.36,2505.02,Intel,i7,2.8,128.0,SSD,1920x1080,0,IPS Panel
Dell,Notebook,14.0,4GB,Windows 10,1.76,755.0,Intel,i5,2.3,500.0,HDD,1366x768,0,NaN
Lenovo,Notebook,15.6,4GB,Windows 10,2.1,489.9,Intel,i3,2.0,500.0,HDD,1366x768,0,NaN
Toshiba,Ultrabook,14.0,4GB,Windows 10,1.25,1090.0,Intel,i5,2.5,128.0,SSD,1366x768,0,NaN
Lenovo,Ultrabook,14.0,8GB,Windows 10,1.13,2499.0,Intel,i7,2.7,512.0,SSD,1920x1080,0,IPS Panel
MSI,Gaming,15.6,8GB,Windows 10,2.4,1199.0,Intel,i5,2.5,256.0,SSD,1920x1080,0,Full HD
Lenovo,Ultrabook,14.0,8GB,Windows 10,1.13,1875.0,Intel,i5,2.5,256.0,Flash,1920x1080,0,IPS Panel
Toshiba,Notebook,14.0,4GB,Windows 10,1.75,499.0,Intel,Dual,2.1,128.0,SSD,1366x768,0,NaN
Asus,2 in 1 Convertible,13.3,8GB,Windows 10,1.1,1358.0,Intel,i5,2.5,256.0,SSD,1920x1080,1,Full HD
Dell,Notebook,14.0,4GB,Windows 10,1.76,585.0,Intel,i3,2.0,500.0,HDD,1366x768,0,NaN
Acer,Netbook,11.6,4GB,Chrome OS,1.35,355.0,Intel,Dual,1.6,32.0,Flash,1366x768,0,IPS Panel
Acer,Notebook,14.0,8GB,Windows 10,1.5,619.0,Intel,i3,2.4,128.0,SSD,1920x1080,0,IPS Panel
Lenovo,Ultrabook,14.0,16GB,Windows 10,1.1,2099.0,Intel,i7,2.6,512.0,SSD,2560x1440,0,IPS Panel
Asus,Notebook,15.6,4GB,Linux,2.1,519.0,Intel,i5,2.5,1000.0,HDD,1920x1080,0,Full HD
Lenovo,Notebook,14.0,8GB,Windows 10,1.7,1186.0,Intel,i5,2.3,256.0,SSD,1920x1080,0,Full HD
Lenovo,Notebook,14.0,8GB,Windows 10,1.32,1650.0,Intel,i5,2.6,256.0,SSD,1920x1080,0,IPS Panel
Dell,Gaming,15.6,16GB,Windows 10,3.21,2774.63,Intel,i7,2.8,256.0,SSD,1920x1080,0,Full HD
Asus,Gaming,17.3,16GB,Windows 10,2.9,2419.0,Intel,i7,2.8,256.0,SSD,1920x1080,0,Full HD
Toshiba,Notebook,15.6,4GB,Windows 10,2.0,669.0,Intel,i3,2.4,500.0,HDD,1366x768,0,NaN
Lenovo,Notebook,14.0,4GB,Chrome OS,1.5,325.0,Intel,Quad,1.6,16.0,Flash,1366x768,0,NaN
Asus,Notebook,15.6,8GB,Windows 10,2.3,590.0,Intel,i5,2.5,128.0,HDD,1920x1080,0,Full HD
Asus,Gaming,17.3,16GB,Windows 10,2.73,1799.0,Intel,i7,2.6,512.0,SSD,1920x1080,0,Full HD
Dell,Gaming,17.3,32GB,Windows 10,4.42,3072.89,Intel,i7,2.8,512.0,SSD,1920x1080,0,IPS Panel
HP,Notebook,17.3,8GB,Windows 10,2.63,910.0,Intel,i5,2.5,1000.0,HDD,1600x900,0,NaN
Dell,Notebook,15.6,8GB,Windows 10,2.18,713.99,Intel,i5,2.5,128.0,SSD,1366x768,0,NaN
HP,Ultrabook,14.0,8GB,Windows 7,1.54,1870.0,Intel,i7,2.5,512.0,SSD,1920x1080,0,Full HD
Dell,Notebook,15.6,4GB,Windows 10,2.18,739.0,Intel,i7,2.7,256.0,SSD,1920x1080,0,Full HD
HP,2 in 1 Convertible,11.6,4GB,Chrome OS,1.4,615.0,Intel,Dual,1.1,32.0,Flash,1366x768,1,NaN
Asus,Ultrabook,13.3,8GB,Windows 10,1.45,1026.0,Intel,i5,2.3,512.0,SSD,1920x1080,0,IPS Panel
HP,2 in 1 Convertible,13.3,8GB,Windows 10,1.28,2277.0,Intel,i5,2.5,256.0,SSD,1920x1080,1,Full HD
HP,Ultrabook,14.0,8GB,Windows 10,1.54,1468.0,Intel,i7,2.5,512.0,SSD,1920x1080,0,Full HD
HP,Notebook,15.6,4GB,No OS,1.86,299.0,Intel,Dual,1.6,128.0,SSD,1366x768,0,NaN
Asus,Gaming,15.6,16GB,Windows 10,2.1,1899.0,Intel,i7,2.8,128.0,SSD,1920x1080,0,Full HD
Dell,Notebook,17.3,8GB,Linux,2.83,865.0,Intel,i7,2.7,1000.0,HDD,1920x1080,0,Full HD
Lenovo,Ultrabook,14.0,8GB,Windows 10,1.96,1903.0,Intel,i7,2.8,256.0,SSD,1920x1080,0,IPS Panel
Asus,Notebook,15.6,8GB,Windows 10,2.3,787.0,Intel,i7,2.7,256.0,SSD,1920x1080,0,IPS Panel
Dell,Notebook,15.6,8GB,Windows 10,1.9,945.0,Intel,i5,2.5,128.0,SSD,1920x1080,0,Full HD
Asus,Notebook,15.6,4GB,Windows 10,2.0,449.0,Intel,Quad,1.1,1000.0,HDD,1366x768,0,NaN
HP,2 in 1 Convertible,13.3,8GB,Windows 10,1.28,2559.0,Intel,i7,2.8,256.0,SSD,1920x1080,1,Full HD
Dell,Notebook,13.3,8GB,Windows 10,1.62,649.0,Intel,i5,2.3,1000.0,HDD,1920x1080,1,Full HD
